FIRE_NAME,acres_geom,sev1_acres,sev2_acres,sev3_acres,sev4_acres,sev5_acres,sev6_acres,burned_acres
BAKER,47.61865354410066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUASNA,47.42928643023226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MENTONE,47.27262032564244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEST,46.83758202231697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPPER,46.58348983956309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOLCANO,46.38838737276349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-5 DRY,45.45547748877554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELL,44.9000593585546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACHE,44.79755553966833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHERWOOD,44.5982548691397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLS,44.13910761127216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRUDDEN,43.211439332169235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TULE,43.19803685114515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUMICE ,43.02710251746467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,42.87540593530309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIBSON,41.670837093265334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLAT,40.12767051761282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,39.91982713662932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATT,39.8657960221812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERKIN,39.826367516243074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEATHER,39.70506709282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITMAN,39.66617255262266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERRA,39.05029108409636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,38.07276115921146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRON,37.90358643198249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHACKLEFORD,37.65019320453926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHOOLHOUSE,37.06383943319837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFE,36.70167070095006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN,36.14023705867106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WATER,36.02046461049093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORANGE,35.979200913295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISTA ,34.71777193635225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLOW,33.974059395294624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33.667473089944984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUAN,33.28200867496345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METZ,33.09190975729334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAGE,33.05521484413924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIMA,32.43576961475407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIRCLE,32.20204276723824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATOS,31.958909338119998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAND,31.061350375297028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORSE,30.192659155675194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARCHNER,30.025184155080932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FISH CREEK,29.782421175420307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDIAN,29.491697881631215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIRSCHEMANN,28.75133068481381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWITCHELL,28.684516435473697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIMPSON,28.574883602447027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRONAN,28.271422604622618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUNTAIN,28.201824509996346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISTA,27.80199924965095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-26,27.642009730854106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATHENS,27.300281993588857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUTTER,26.9589051091803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEAK,26.729744877120837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCAMORE,26.59258830911644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAGE,26.56774308485633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RED,26.40626047624663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITO,25.822442263530924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYONS,25.58537349968045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORN,25.201718425594546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
